date,R_H,Precipitation,ET,GW1428A,GW1430,GW285,HK4003U,HK4004U,HK4012H,HK4013H,HK4014H,HK4101U,HK4102U,HK4115U,HK4206U,HK4226B,HK4256U,HK4258U,HK4262U,HK4302H,SGU903074482,SGU909128423,SGU912799781,SGU912799806,SGU912799815,SGU912799853
11/27/2018,83,0,1.665008431,,16.89,,18.7,19.62,27.53656313,23.5331537,23.2518922,,,15.769,,18.1,26.47,18.29,,,,,,,,
11/28/2018,80,0.9,1.327279976,,,,,19.6,,,,,,,,,26.42,,,,,,,,,
11/29/2018,77,10.2,1.188666424,,,,,19.61,,,,,,,,,26.48,,,,,,,,,
11/30/2018,93,0.7,1.038208958,,,,,19.68,,,,,,,,,26.51,,,,,,,,,
12/1/2018,94,0.2,1.185120036,,,,,19.72,,,,,,,,,26.52,,,,,,,,,
12/2/2018,92,8.3,1.147912815,,,,,19.73,,,,,,,,,26.53,,,,,,,,,
12/3/2018,98,4.8,1.303670647,,,,,19.78,,,,,,,,,26.58,,,,,,,,,
12/4/2018,91,0,1.996596854,45.7,16.91,,17.97,19.79,27.86497791,23.87197913,24.84641147,,,15.859,,18.16,26.65,18.6,,,,,,,,
12/5/2018,54,0,1.925789154,,,,,19.76,,,,,,,,,26.58,,,,,,,,,
12/6/2018,87,8.4,1.199526982,,,,,19.74,,,,,,,,,26.58,,,,,,,,,
12/7/2018,98,14.7,1.132949776,,,,,19.8,,,,,,,,,26.65,,,,,,,,,
12/8/2018,89,12.5,1.229530169,,,,,19.88,,,,,,,,,26.8,,,,,,,,,
12/9/2018,94,0,1.222937126,,,,,19.9,,,,,,,,,26.86,,,,,,,,,
12/10/2018,68,0,1.434310723,,16.93,,18.28,19.82,28.6782233,24.54489,25.5721982,,,16.19,,18.4,26.68,18.89,,,,,,,,
12/11/2018,73,0,1.249368058,,,,,19.77,,,,,,,,,26.61,,,,,,,,,
12/12/2018,84,0,1.203050421,,,,,19.73,,,,,,,,,26.61,,,,,,,,,
12/13/2018,77,0,1.203351933,,,,,19.72,,,,,,,,,26.58,,,,,,,,,
12/14/2018,80,0,1.10176826,,,,,19.71,,,,,,,,,26.59,,,,,,,,,
12/15/2018,75,0,1.23141422,,,,,19.7,,,,,,,,,26.49,,,,,,,,,
12/16/2018,84,0.9,1.148027861,,,,,19.69,,,,,,,,,26.49,,,,,,,,,
12/17/2018,92,0.1,1.122011186,,16.98,,18.16,19.68,,,,49.66,44.66,15.99,57.55,18.25,26.48,18.62,18.12,,,,,34.32,,
12/18/2018,74,0.5,0.972863819,,16.98,,18.15,19.66,27.73457792,23.7333726,23.62468122,,,15.899,,18.22,26.49,18.59,,,27.1159377,21.13,,,,
12/19/2018,93,0.8,1.139732781,,,,,19.66,,,,,,,,,26.5,,,,,,,,,
12/20/2018,92,0,1.153946755,,,,,19.65,,,,,,,,,26.42,,,,,,,,,
12/21/2018,86,0.6,1.138522337,,,,,19.65,,,,,,,,,26.44,,,,,,,,,
12/22/2018,86,0,1.251715798,,,,,19.65,,,,,,,,,26.49,,,,,,,,,
12/23/2018,73,0,1.10398281,,,,,19.64,,,,,,,,,26.48,,,,,,,,,
12/24/2018,70,0,1.012428277,,,,,19.63,,,,,,,,,26.5,,,,,,,,,
12/25/2018,86,0,1.519365572,,,,,19.63,,,,,,,,,26.49,,,,,,,,,
12/26/2018,86,0,1.768853483,,,,,19.61,,,,,,,,,26.5,,,,,,,,,
12/27/2018,98,0,1.42705645,,,,,19.61,,,,,,,,,26.51,,,,,,,,,
12/28/2018,92,0,1.9808685,,,,,19.6,,,,,,,,,26.49,,,,,,,,,
12/29/2018,96,2.9,1.238415513,,,,,19.59,,,,,,,,,26.48,,,,,,,,,
12/30/2018,98,0,1.877381023,,,,,19.61,,,,,,,,,26.48,,,,,,,,,
12/31/2018,86,0,1.037498872,,,,,19.65,,,,,,,,,26.48,,,,,,,,,
1/1/2019,92,0,2.793139867,,,,,19.68,,,,,,,,,26.51,,,,,,,,,
1/2/2019,49,0,2.660024026,,17,,18.5,19.64,27.4979261,23.5331537,23.2753154,,,15.789,,18.2,26.43,18.31,,,,,,,,
1/3/2019,62,0,1.621576184,,,,,19.63,,,,,,,,,26.44,,,,,,,,,
1/4/2019,87,0,1.860668038,,,,,19.64,,,,,,,,,26.45,,,,,,,,,
1/5/2019,89,0,2.077595242,,,,,19.64,,,,,,,,,26.47,,,,,,,,,
1/6/2019,91,0,1.33764955,,,,,19.61,,,,,,,,,26.45,,,,,,,,,
1/7/2019,98,19.4,1.128231313,,,,,19.6,,,,,,,,,26.45,,,,,,,,,
1/8/2019,93,0.7,1.118152033,,,,,19.74,,,,,,,,,26.62,,,,,,,,,
1/9/2019,73,0,1.707808225,,16.98,,18.13,19.76,27.7877384,23.79532155,24.53978113,,,15.859,,18.9,26.59,18.51,,,,,,,,
1/10/2019,80,0.9,1.008059873,,,,,19.73,,,,,,,,,26.57,,,,,,,,,
1/11/2019,98,0,1.699634722,,,,,19.73,,,,,,,,,26.6,,,,,,,,,
1/12/2019,95,0.2,1.326139156,,,,,19.71,,,,,,,,,26.59,,,,,,,,,
1/13/2019,97,2.4,1.3644261,,,,,19.7,,,,,,,,,26.59,,,,,,,,,
1/14/2019,71,0,2.39786848,,,,,19.71,,,,49.73,44.64,,57.5,,26.58,,,,,,,34.12,,
1/15/2019,49,3.6,1.313461919,,16.98,,18.14,19.69,27.7394755,23.78573935,24.15649321,,,15.889,,18.18,26.55,18.58,,,,,,,,
1/16/2019,84,4.2,1.052312327,,,,,19.68,,,,,,,,,26.56,,,,,,,,,
1/17/2019,81,0,1.462630974,,,,,19.76,,,,,,,,,26.61,,,,,,,,,
1/18/2019,69,0,1.755146609,,,,,19.73,,,,,,,,,26.57,,,,,,,,,
1/19/2019,75,0,1.173623754,,,,,19.71,,,,,,,,,26.56,,,,,,,,,
1/20/2019,88,0,1.223766221,,,,,19.69,,,,,,,,,26.54,,,,,,,,,
1/21/2019,92,0.8,0.970963261,,,,,19.67,,,,,,,,,26.54,,,,,,,,,
1/22/2019,86,0.1,1.031330362,,17,,18.14,19.67,27.7394755,23.81448594,23.98456946,,,15.919,,18.22,26.54,18.63,,,,21.27,,,,
1/23/2019,87,0,1.120733692,,,,,19.65,,,,,,,,,26.5,,,,,,,,,
1/24/2019,87,0,0.941063695,,17,,18.11,19.625,27.681452,23.75699276,23.78278749,,,15.99,,18.19,26.495,18.58,,,,,,,,
1/25/2019,70,0.3,1.08024729,,,,,19.61,,,,,,,,,26.49,,18.5,,,,,,,
1/26/2019,89,2.4,0.996421009,,,,,19.62,,,,,,,,,26.51,,,,,,,,,
1/27/2019,87,8.6,0.950559374,,,,,19.61,,,,,,,,,26.5,,,,,,,,,
1/28/2019,98,2.7,0.973585452,,,,,19.6,,,,,,,,,26.48,,,,,,,,,
1/29/2019,81,0.2,1.619838375,,17.1,,18.8,19.57,27.59451868,23.642638,23.2424123,,,15.879,,18.12,26.47,18.45,,,,,,,,
1/30/2019,87,0.2,1.070238707,,,,,19.56,,,,,,,,,26.44,,,,,,,,,
1/31/2019,88,0.5,0.958194349,,,,,19.54,,,,,,,,,26.42,,,,,,,,,
2/1/2019,88,0.7,1.007959656,,,,,19.53,,,,,,,,,26.37,,,,,,,,,
2/2/2019,88,0,1.029213883,,,,,19.53,,,,,,,,,26.38,,,,,,,,,
2/3/2019,92,0,1.385239344,,,,,19.51,,,,,,,,,26.4,,,,,,,,,
2/4/2019,91,25.1,0.795407539,,,,,19.5,,,,,,,,,26.4,,,,,,,,,
2/5/2019,92,2.6,0.915820645,,17.3,,18.9,19.67,27.9361494,23.79532155,24.45354135,,,16.29,,18.5,26.52,18.51,,,,,,,,
2/6/2019,87,4.9,0.960354324,,,,,19.74,,,,,,,,,26.47,,,,,,,,,
2/7/2019,98,7.5,1.076937907,45.14,17.2,,,19.77,,,,,,,,,26.56,,,,,,,,,
2/8/2019,94,29.3,1.02907015,,,,,19.83,,,,,,,,,26.75,,,,,,,,,
2/9/2019,95,8.8,1.139307728,,,,,19.94,,,,,,,,,26.99,,,,,,,,,
2/10/2019,89,0.1,1.211902025,,,,,19.89,,,,,,,,,26.75,,,,,,,,,
2/11/2019,98,0,2.101831127,,,,,19.82,,,,,,,,,26.58,,,,,,,,,
2/12/2019,66,2.7,1.790275502,,17.7,,18.225,19.78,28.195264,2.19394958,23.9119483,,,16.14,,18.52,26.54,18.99,,23.18748757,,,,,,
2/13/2019,98,0,2.149844784,,,,,19.77,,,,,,,,,26.55,,,,,,,,,
2/14/2019,98,0,1.069166774,,,,,19.76,,,,,,,,,26.52,,,,,,,,,
2/15/2019,98,0,1.411984145,,,,,19.75,,,,,,,,,26.53,,,,,,,,,
2/16/2019,85,0,2.078775852,,,,,19.75,,,,,,,,,26.54,,,,,,,,,
2/17/2019,96,0,1.044103692,,,,,19.72,,,,,,,,,26.53,,,,,,,,,
2/18/2019,98,2.6,1.58112978,,17.8,,,19.71,,,,52.23,44.75,,57.76,,26.51,18.81,18.31,,,,,34.91,,
2/19/2019,97,0.8,1.270876724,,17.11,,18.19,19.71,27.8794668,23.91456,24.1148,,,16.49,,18.37,26.52,18.8,18.31,,,21.35,7.55,,31.63,32.91
2/20/2019,85,15.5,2.419174105,,17.11,,,19.71,,,,,,,,,26.47,,,,,,,,,
2/21/2019,98,4.3,1.100029094,,,,,19.79,,,,,,,,,26.6,,,,,,,,,
2/22/2019,83,0,1.669911132,,17.12,,18.26,19.81,,,,,,16.119,,,26.56,18.98,18.41,,,,,,,
2/23/2019,86,0,1.224866804,,,,,19.77,,,,,,,,,26.53,,,,,,,,,
2/24/2019,89,0,1.03281389,,,,,19.73,,,,,,,,,26.52,,,,,,,,,
2/25/2019,98,0,1.814860773,,17.13,,18.22,19.71,,,,,,16.99,,,26.53,18.91,18.39,,27.59145187,,,,,
2/26/2019,96,0,2.47846973,,17.13,,18.21,19.7,27.95191123,23.9198912,24.41521256,,,16.79,,18.43,26.5,18.88,,,,,,,,
2/27/2019,92,0,2.193609623,,17.13,,,19.7,,,,,,,,,26.52,18.86,18.36,,,,,,,
2/28/2019,94,0,2.661199419,,17.14,,18.2,19.69,,,,,,16.59,,,26.53,18.83,18.35,,,,,,,
3/1/2019,92,0,1.899097208,,17.14,,18.18,19.67,,,,,,16.49,,,26.53,18.79,18.31,,,,,,,
3/2/2019,93,10.1,0.93962658,,,,,19.66,,,,,,,,,26.5,,,,,,,,,
3/3/2019,93,4.1,1.255514329,,,,,19.67,,,,,,,,,26.54,,,,,,,,,
3/4/2019,94,12.7,1.075591969,,17.15,,18.21,19.73,,,,,,16.69,,,26.59,18.82,18.32,,,,,,,
3/5/2019,94,3.1,0.912909155,,17.14,,18.26,19.8,28.2223747,24.14986287,25.39259675,,,16.119,,18.45,26.71,19.2,,,,,,,,
3/6/2019,92,16.3,0.887871668,,,,,19.79,,,,,,,,,26.67,,,,,,,,,
3/7/2019,97,10.9,1.001051,,17.16,,18.34,19.9,,,,,,16.29,,,26.85,19.2,18.58,,,,,,,
3/8/2019,91,3,1.257095341,,,,,19.87,,,,,,,,,26.84,,,,,,,,,
3/9/2019,86,18.4,0.925020873,,,,,19.83,,,,,,,,,26.72,,,,,,,,,
3/10/2019,96,0.1,1.514279963,,,,,19.87,,,,,,,,,26.85,,,,,,,,,
3/11/2019,55,0,1.973565455,,,,,19.81,,,,,,,,,26.67,,,,,,,,,
3/12/2019,67,21.6,0.941237249,,17.145,47.85721347,18.29,19.76,28.2223747,24.9236969,25.385543,,,16.299,,18.6,26.62,19.7,,,,,,,,
3/13/2019,93,7.7,0.816228718,,,,,19.89,,,,,,,,,26.83,,,,,,,,,
3/14/2019,96,3.4,0.977487798,,,,,19.88,,,,,,,58.4,,26.85,,,,,,,,,
3/15/2019,98,1.9,0.97815241,,,,,19.84,,,,52.22,43.98,,,,26.75,,,,,,,35.77,,
3/16/2019,94,14.4,1.205373914,,,,,19.8,,,,,,,,,26.69,,,,,,,,,
3/17/2019,94,6.3,1.190712084,,,,,19.87,,,,,,,,,26.84,,,,,,,,,
3/18/2019,83,0,1.466310717,,,,,19.84,,,,,,,,,26.82,,,,,,,,,
3/19/2019,56,1.8,2.343118767,,17.21,,18.3,19.78,28.28998527,24.12111628,25.4217895,,,16.39,,18.63,26.7,19.12,,,,,,,,
3/20/2019,85,1,1.674816314,,,,,19.76,,,,,,,,,26.69,,,,,,,,,
3/21/2019,92,0,0.944014591,,,,,19.75,,,,,,,,,26.67,,18.53,,,,,,,
3/22/2019,89,0,1.492035982,,17.22,,18.24,19.725,28.13543714,23.97738331,24.97984,,,16.239,,18.55,26.67,18.99,,,27.4698593,21.41,,,,
3/23/2019,98,0,2.165813209,,,,,19.73,,,,,,,,,26.65,,,,,,,,,
3/24/2019,82,4.2,1.725111203,,,,,19.7,,,,,,,,,26.65,,,,,,,,,
3/25/2019,90,0,1.906796472,,,,,19.72,,,,,,,,,26.66,,,,,,,,,
3/26/2019,74,0,2.386708294,,17.23,,18.19,19.71,28.3884456,23.95821891,24.5145234,,,16.159,,18.45,26.62,18.87,,,,,,,,
3/27/2019,93,0,2.104691119,,,,,19.69,,,,,,,,,26.59,,,,,,,,,
3/28/2019,95,0,1.993305659,,,,,19.67,,,,,,,,,26.6,,,,,,,,,
3/29/2019,85,0,2.255297762,,,,,19.66,,,,,,,,,26.59,,,,,,,,,
3/30/2019,87,0,1.20143603,,,,,19.66,,,,,,,,,26.57,,,,,,,,,
3/31/2019,78,0,2.81775644,,,,,19.65,,,,,,,,,26.55,,,,,,,,,
4/1/2019,59,0,2.291801524,,,,,19.63,,,,,,,,,26.5,,,,,,,,,
4/2/2019,70,0,3.048542911,,17.22,,18.12,19.6,27.51724461,23.849375,23.761299,,,16.29,,18.28,26.44,18.64,,,,,,,,
4/3/2019,57,0,2.078402016,,17.24,,,19.63,,,,,,,,,26.49,,,,,,,,,
4/4/2019,64,0,3.192870297,,,,,19.64,,,,,,,,,26.49,,,,,,,,,
4/5/2019,65,0,2.990888096,,,,,19.62,,,,,,,,,26.49,,,,,,,,,
4/6/2019,61,0.1,1.978277423,,,,,19.62,,,,,,,,,26.44,,,,,,,,,
4/7/2019,82,0,2.771617909,,,,,19.61,,,,,,,,,26.47,,,,,,,,,
4/8/2019,65,0,2.307721095,,,,,19.59,,,,,,,,,26.46,,,25.87367,,,,,,
4/9/2019,49,0,2.35557038,,17.2,,18.2,19.59,27.53656313,23.5991644,23.21422152,,,15.949,,18.16,26.45,18.43,,,,,,,,
4/10/2019,56,0,1.364930246,,,,,19.58,,,,,,,,,26.43,,,,,,,,,
4/11/2019,63,0,1.910772293,,,,,19.57,,,,,,,,,26.44,,,,,,,,,
4/12/2019,58,0,2.095384622,,,,,19.56,,,,,,,,,26.43,,,,,,,,,
4/13/2019,50,0,2.445639722,,,,,19.55,,,,,,,,,26.41,,,,,,,,,
4/14/2019,53,0,2.563691415,,,,,19.53,,,,,,,,,26.4,,,,,,,,,
4/15/2019,55,0,2.529269177,,17.15,,18.3,19.525,27.38215,23.49542766,22.56583361,,,15.899,,18.4,26.395,18.29,17.88,,27.1631716,2.91,,,,
4/16/2019,52,0,2.200951725,,17.13,,18.3,19.52,27.36269648,23.47663381,22.9511758,,,15.889,,17.97,26.38,18.27,,,,,,,,
4/17/2019,60,0,2.62497598,,,,,19.51,,,,,,,,,26.37,,,24.49667737,,,,,,
4/18/2019,61,0,2.642907787,,,,,19.5,,,,,,,,,26.31,,,,,,5.83,,,
4/19/2019,61,0,2.600456285,,,,,19.49,,,,,,,,,26.33,,,,,,,,,
4/20/2019,57,0,2.899052665,,,,,19.49,,,,,,,,,26.32,,,,,,,,,
4/21/2019,80,0,2.482394112,,,,,19.49,,,,,,,,,26.32,,,,,,,,,
4/22/2019,69,0,2.842206728,,,,,19.49,,,,,,,,,26.33,,,,,,,,,
4/23/2019,65,0,3.277759174,,,,,19.48,,,,,,,,,26.3,,,,,,,,,
4/24/2019,40,0,2.95458094,,17.7,,17.99,19.48,27.1791757,23.414584,22.11478115,,,15.829,,17.92,26.31,18.11,,24.8355792,,,6.83,,,
4/25/2019,63,0,2.692164136,,,,,19.47,,,,,,,,,26.33,,,,,,,,,
4/26/2019,88,0,3.647915415,,,,,19.46,,,,5.19,44.3,,57.14,,26.28,,,,,,,32.69,,
4/27/2019,82,35,1.386905353,,,,,19.46,,,,,,,,,26.28,,,,,,,,,
4/28/2019,96,4,1.84977889,,,,,19.57,,,,,,,,,26.37,,,,,,,,,
4/29/2019,68,0,3.245779368,,17.3,,18.4,19.7,27.37235574,23.414584,23.66328792,,,15.859,,17.97,26.43,18.33,,24.84662992,,,5.9,,,
4/30/2019,84,0,2.908039443,,,,,19.69,,,,,,,,,26.42,,,,,,,,,
5/1/2019,94,0,1.327709643,,,,,19.67,,,,,,,,,26.43,,,,,,,,,
5/2/2019,85,0.5,1.956198709,,,,,19.67,,,,,,,,,26.43,,,,,,,,,
5/3/2019,45,3,1.99233644,,,,,19.63,,,,,,,,,26.41,,,,,,,,,
5/4/2019,91,0,2.018693738,,,,,19.63,,,,,,,,,26.41,,,,,,,,,
5/5/2019,78,1,2.254944214,,,,,19.64,,,,,,,,,26.4,,,,,,,,,
5/6/2019,78,3,1.547284771,,,,,19.63,,,,,,,,,26.37,,,23.75489138,,,,,,
5/7/2019,69,1.6,1.978616861,,17,,,19.62,,,,,,,,,26.37,,17.87,,,,,,,
5/8/2019,72,2.6,1.605027637,,17,,18.3,19.6,27.25644464,23.4484433,23.22831691,,,15.829,,18.2,26.37,18.31,,24.9538222,,,7.53,,,
5/9/2019,64,3.6,1.13111221,,,,,19.6,,,,,,,,,26.38,,,,,,,,,
5/10/2019,94,1.1,1.116482718,,,,,19.66,,,,,,,,,26.32,,,,,,,,,
5/11/2019,86,0,2.001634311,,,,,19.65,,,,,,,,,26.34,,,,,,,,,
5/12/2019,76,0,1.522053022,,,,,19.63,,,,,,,,,26.31,,,,,,,,,
5/13/2019,82,0,1.684606544,,,,,19.61,,,,,,,,,26.3,,,,,2.75,,,,
5/14/2019,78,0,1.831427826,,,,,19.59,,,,,,,,,26.29,,,,,,,,,
5/15/2019,80,0,1.944681689,,16.98,,18.2,19.59,27.1387428,23.4225225,22.9989221,,,15.799,,17.97,26.27,18.25,,24.87932,26.6735112,,7.18,,,
5/16/2019,72,0,3.102695181,,,,,19.58,,,,,,,,,26.25,,,,,,,,,
5/17/2019,49,9.2,2.688299133,,,,,19.57,,,,49.12,44.28,,57.7,,26.25,,,,,,31.12,32.38,3.26,29.48
5/18/2019,87,0,1.207911203,,,,,19.59,,,,,,,,,26.26,,,,,,,,,
5/19/2019,83,9.5,1.949848867,,,,,19.64,,,,,,,,,26.25,,,,,,,,,
5/20/2019,87,0,1.523662107,,,,,19.63,,,,,,,,,26.23,,,,,,,,,
5/21/2019,93,17.5,1.838523701,,,,,19.69,,,,,,,,,26.25,,,,,,,,,
5/22/2019,96,0,1.19897686,,,,18.4,19.72,,,,,,,,17.98,26.27,18.36,,24.6291652,,,,,,
5/23/2019,83,4,2.027941789,,16.96,,,19.7,27.1189651,23.486374,23.7732529,,,15.839,,,26.27,,,,,,3.76,,,
5/24/2019,80,10,1.074496967,,,,,19.68,,,,,,,,,26.28,,,,,,,,,
5/25/2019,94,0.5,1.470007958,,,,,19.74,,,,,,,,,26.33,,,,,,,,,
5/26/2019,81,0.5,2.030401634,,,,,19.72,,,,,,,,,26.34,,,,,,,,,
5/27/2019,75,2.9,0.780916731,,,,,19.7,,,,,,,,,26.35,,,,,,,,,
5/28/2019,81,0,1.615651025,,16.96,,18.7,19.71,27.27576316,23.5991644,23.7782743,,,15.859,,18.8,26.37,18.41,,24.8411456,,,,,,
5/29/2019,58,0,2.128985107,,,,,19.69,,,,,,,,,26.35,,,,,,7.46,,,
5/30/2019,66,8.2,1.375267164,,,,,19.67,,,,,,,,,26.33,,,,,,,,,
5/31/2019,85,2.2,1.8482753,,,,,19.71,,,,,,,,,26.34,,,,,,,,,
6/1/2019,77,1.1,1.156803072,,,,,19.7,,,,,,,,,26.34,,,,,,,,,
6/2/2019,89,0.4,1.634236954,,,,,19.71,,,,,,,,,26.34,,,,,,,,,
6/3/2019,76,7.3,1.640326007,,16.97,,,19.7,,,,,,,,,26.34,,,,,,,,,
6/4/2019,87,0.1,1.430932002,,16.96,,18.6,19.72,27.1984899,23.5331537,23.55788374,,,15.849,,18.5,26.35,18.36,,,,,,,,
6/5/2019,82,0,2.342081551,,,,,19.71,,,,,,,,,26.34,,,,,,,,,
6/6/2019,91,1.3,3.195164194,,,,,19.6895,,,,,,,,,26.29,,,,,,,,,
6/7/2019,96,0.5,2.069764205,,,,,19.6639,,,,,,,,,26.17,,,,,,,,,
6/8/2019,71,9,1.525261085,,,,,19.6692,,,,,,,,,26.13,,,,,,,,,
6/9/2019,80,3.8,1.633862521,,,,,19.7143,,,,,,,,,26.17,,,,,,,,,
6/10/2019,83,0,1.525106583,,16.96,,18.5,19.72155,26.97632615,23.486374,23.114584,,,15.829,,18,26.225,18.27,17.83,24.63799152,26.64291863,2.79,,,,
6/11/2019,65,1.4,1.623751583,,,,,19.71,,,,,,,,,26.23,,,,,,,,,
6/12/2019,72,10.7,1.433221558,,16.96,,18.4,19.69,,,,,,15.819,,17.98,26.23,18.23,,,,,,,,
6/13/2019,95,0,1.629776842,,,,,19.74,27.6325947,23.47663381,22.98869529,51.5,44.27,,57.3,,26.27,,,24.76891982,,,3.76,31.99,,
6/14/2019,86,0.9,1.938679819,,,,,19.73,,,,,,,,,26.3,,,,,,,,,
6/15/2019,88,0.1,2.215907112,,,,,19.71,,,,,,,,,26.3,,,,,,,,,
6/16/2019,64,1.1,1.567357827,,,,,19.7,,,,,,,,,26.3,,,,,,,,,
6/17/2019,83,0,1.738072156,,,,,19.68,,,,,,,,,26.28,,,,,,,,,
6/18/2019,87,0,2.083843962,,,,,19.67,,,,,,,,,26.26,,,,,,,,,
6/19/2019,90,0,2.088168482,,16.96,,18.3,19.65,27.53622,23.4394611,22.67859672,,,15.89,,17.99,26.26,18.19,,24.8424382,,,,,,
6/20/2019,85,1.3,1.466017624,,,,,19.64,,,,,,,,,26.24,,,,,,3.82,,,
6/21/2019,79,3.3,2.122707099,,,,,19.62,,,,,,,,,26.21,,,,,,,,,
6/22/2019,72,0,2.149516416,,,,,19.6,,,,,,,,,26.19,,,,,,,,,
6/23/2019,78,0,1.707938822,,,,,19.6,,,,,,,,,26.18,,,,,,,,,
6/24/2019,65,0,1.829662278,,,,,,,,,,,,,,26.16,,,,,,,,,
6/25/2019,56,0,2.118292646,,,,,,,,,,,,,,26.15,,,,,,,,,
6/26/2019,80,0,1.907864864,,16.95,,17.95,,26.81211876,23.13834447,21.75769795,,,15.719,,17.77,26.14,17.87,,24.68698,,,,,,
6/27/2019,81,0,2.161841639,,,,,,,,,,,,,,26.12,,,,,,3.53,,,
6/28/2019,78,0,1.953143303,,,,,,,,,,,,,,26.9,,,,,,,,,
6/29/2019,85,0,2.163987554,,,,,,,,,,,,,,25.63,,,,,,,,,
6/30/2019,81,0,4.020377507,,,,,,,,,,,,,,25.56,,,,,,,,,
7/1/2019,82,0,2.57912338,,,,,,,,,,,,,,25.62,,,,,,,,,
7/2/2019,80,0,2.332813032,,,,,,26.393781,,,,,,,,25.715,,,,,,,,,
7/3/2019,61,0,2.483887714,,16.92,,17.89,,25.9918181,22.81884898,21.248671,,,15.619,,17.62,25.66,17.64,,24.9776371,,,28.61,,,
7/4/2019,62,0.8,1.550754897,,,,,,,,,,,,,,25.56,,,,,,,,,
7/5/2019,66,0.1,2.412364936,,,,,19.47,,,,,,,,,25.6,,,,,,,,,
7/6/2019,77,9,1.031256616,,,,,,,,,,,,,,25.65,,,,,,,,,
7/7/2019,80,10.7,1.146327071,,,,,19.56,,,,,,,,,25.7,,,,,,,,,
7/8/2019,90,0,1.999070001,,16.88,,17.88,19.6666667,,,,5.7,44.3,,56.68,17.56,25.71,17.57,17.17,24.5673647,,2.4,,,,
7/9/2019,87,0,1.902984354,,,,,19.59,26.49336324,22.8473976,21.9991312,,,,,,25.735,,,,25.77,,,29.47,,
7/10/2019,84,0,1.883772316,,16.86,,17.86,19.56,25.97176329,22.78126127,2.9777538,,,15.564,,17.52,25.66,17.51,,24.1659471,,,28.38,,,
7/11/2019,85,0,1.95286123,,,,,19.54,,,,,,,,,25.57,,,,,,,,,
7/12/2019,80,0,1.869565568,,,,,19.53,,,,,,,,,25.55,,,,,,,,,
7/13/2019,88,0,1.918014365,,,,,19.51,,,,,,,,,25.23,,,,,,,,,
7/14/2019,87,0,1.392907083,,,,,19.49,,,,,,,,,24.9,,,,,,,,,
7/15/2019,87,1.5,1.170300205,,,,,19.48,,,,,,,,,24.69,,,,,,,,,
7/16/2019,82,0,1.953326878,,16.81,,17.82,19.47,24.63878565,22.74367357,2.6775144,,,15.489,,17.42,24.61,17.37,,23.48842461,,,27.8,,,
7/17/2019,84,0,2.003045068,,,,,19.45,,,,,,,,,24.66,,,,,,,,,
7/18/2019,85,0,2.100238597,,,,,19.44,,,,,,,,,24.74,,,,,,,,,
7/19/2019,69,0.1,2.023610754,,,,,19.43,,,,,,,,,24.59,,,,,,,,,
7/20/2019,76,5.7,2.160018562,,,,,19.41,,,,,,,,,24.71,,,,,,,,,
7/21/2019,92,0.7,1.802526198,,,,,19.43,,,,,,,,,24.8,,,,,,,,,
7/22/2019,80,3.3,1.542463264,,,,,19.445,,,,,,,,,24.85,,,,,,,,,
7/23/2019,94,0,1.590032258,,,,,19.45,,,,,,,,,24.94,,,,,,,,,
7/24/2019,85,0,2.102305196,,,,,19.46,,,,,,,,,24.99,,,,,,,,,
7/25/2019,91,0,2.526891577,,16.72,,17.78,19.45,25.28595595,22.643738,2.43273136,,,15.389,,17.29,25.85,17.2,,23.7181253,,,27.94,,,
7/26/2019,77,0,3.185809108,,,,,19.44,,,,,,,,,25.14,,,,,,,,,
7/27/2019,68,0,3.765367783,,,,,19.43,,,,,,,,,25.21,,,,,,,,,
7/28/2019,69,1.9,2.58323668,,,,,19.43,,,,,,,,,25.27,,,,,,,,,
7/29/2019,91,0,2.498134521,,,,,19.43,,,,,,,,,25.29,,,,,,,,,
7/30/2019,81,2.4,1.896564965,,16.68,,17.77,19.43,25.418675,22.44297193,2.38574673,,,15.339,,17.25,25.19,17.13,,23.713263,,,27.93,,,
7/31/2019,71,2.1,1.159206015,,,,,19.45,,,,,,,,,25.21,,,,,,,,,
8/1/2019,78,0,2.135469313,,,,,19.48,,,,5.22,43.77,,56.41,,25.25,,,,,,27.88,,25.9,26.98
8/2/2019,75,0,2.445405122,,16.64,,17.76,19.48,25.38254854,22.47116271,2.36695288,,,15.39,,17.22,25.27,17.1,16.71,23.77551753,25.2531593,2.8,,,,
8/3/2019,79,0,2.378956211,,,,,19.46,,,,,,,,,25.27,,,,,,,,,
8/4/2019,85,0,1.509527114,,,,,19.45,,,,,,,,,25.31,,,,25.97139,,,,,
8/5/2019,78,23.5,1.818579281,44.39,16.617,,,19.44,,,,,,,,,25.31,,,,,,,,,
8/6/2019,89,15.8,1.912243959,,,,,19.46,,,,,,,,,25.33,,,,,,,,,
8/7/2019,70,10.9,1.787826242,,,,,19.77,,,,,,,,,25.15,,,,,,,,,
8/8/2019,83,0.7,2.069032003,,16.58,,17.9,19.775,25.418675,22.74367357,21.63553791,,,15.399,,17.38,25.31,17.43,,23.72839837,,,27.9,,,
8/9/2019,82,18.1,2.100977985,,,,,19.74,,,,,,,,,25.34,,,,,,,,,
8/10/2019,76,21.6,1.285883771,,,,,19.72,,,,,,,,,25.43,,,,,,,,,
8/11/2019,89,9,1.603310092,,,,,19.94,,,,,,,,,25.9,,,,,,,,,
